Team 1,Team 2,Team 1 Win %,Team 2 Win %,Team 1 At Home,Team 1 Won
Miami Heat,Charlotte Hornets,0.5579710144927537,0.41906873614190693,0,1
New Orleans Pelicans,Memphis Grizzlies,0.4937669376693767,0.4118337850045168,1,1
Milwaukee Bucks,Philadelphia 76ers,0.5114724480578139,0.46302748741773136,0,0
Houston Rockets,Golden State Warriors,0.7084257206208426,0.7971804186126968,1,1
Minnesota Timberwolves,Toronto Raptors,0.5426829268292682,0.666576332429991,1,1
Los Angeles Clippers,Utah Jazz,0.5480578139114725,0.48267939201131144,0,0
Dallas Mavericks,Portland Trail Blazers,0.35153764581124075,0.5289855072463768,0,0
Orlando Magic,Boston Celtics,0.3207847295864263,0.697716658017644,0,1
New York Knicks,Los Angeles Lakers,0.42388860058813355,0.352067868504772,0,0
Detroit Pistons,Brooklyn Nets,0.4763324299909666,0.33661996194430027,1,0
Indiana Pacers,San Antonio Spurs,0.5253416363950874,0.6646341463414634,0,1
Charlotte Hornets,Sacramento Kings,0.42782294489611566,0.3184870979144574,1,1
Atlanta Hawks,Utah Jazz,0.3776952986921174,0.47682061927002245,1,1
Miami Heat,Houston Rockets,0.5496453900709221,0.7124661246612466,0,0
Philadelphia 76ers,Memphis Grizzlies,0.45490640952921163,0.42117355956168256,0,0
Phoenix Suns,Milwaukee Bucks,0.33869572738280573,0.5185577942735949,0,0
New Orleans Pelicans,Chicago Bulls,0.5005302226935312,0.4219858156028369,1,1
Dallas Mavericks,Washington Wizards,0.3610966960733437,0.5679813181110535,1,1
Denver Nuggets,Portland Trail Blazers,0.5030271579311537,0.5212765957446809,1,1
Los Angeles Clippers,Minnesota Timberwolves,0.540650406504065,0.5477849676455948,1,0
Sacramento Kings,Orlando Magic,0.32866286109669607,0.31646773914547655,0,1
Brooklyn Nets,Oklahoma City Thunder,0.3313008130081301,0.5740356339733611,0,0
San Antonio Spurs,Cleveland Cavaliers,0.66973618715779,0.5986214209968187,1,1
New York Knicks,Golden State Warriors,0.4176829268292683,0.8001355013550135,0,0
Los Angeles Lakers,Boston Celtics,0.3610102058467393,0.6876693766937669,1,1
New Orleans Pelicans,Charlotte Hornets,0.5070057083549558,0.4217037822552139,0,1
Detroit Pistons,Utah Jazz,0.4692470837751856,0.4850948509485095,1,0
Indiana Pacers,Phoenix Suns,0.5318428184281843,0.3336720867208672,1,1
Philadelphia 76ers,Chicago Bulls,0.46230598669623063,0.4166666666666667,1,1
Atlanta Hawks,Toronto Raptors,0.37337830825116763,0.6710851891127607,1,0
Houston Rockets,Dallas Mavericks,0.7163308589607635,0.35636856368563685,0,1
San Antonio Spurs,Memphis Grizzlies,0.6746341463414635,0.4159314997405293,0,1
Minnesota Timberwolves,Portland Trail Blazers,0.539349593495935,0.5277777777777778,0,0
Los Angeles Clippers,Boston Celtics,0.5335582079225047,0.6916376306620209,1,0
Miami Heat,Sacramento Kings,0.5416666666666666,0.33841463414634143,1,0
Washington Wizards,Oklahoma City Thunder,0.5602981029810298,0.5799457994579945,0,0
New York Knicks,Denver Nuggets,0.41173054587688734,0.5098238482384824,0,0
Minnesota Timberwolves,Golden State Warriors,0.5312450183325362,0.8029699684751949,0,0
Atlanta Hawks,Charlotte Hornets,0.36924119241192416,0.43002940667704553,0,0
Indiana Pacers,Cleveland Cavaliers,0.5244732039157126,0.6044801937381076,0,0
Toronto Raptors,Utah Jazz,0.6612177823905898,0.4930313588850174,1,0
Chicago Bulls,Los Angeles Lakers,0.4115646258503401,0.36957994579945797,1,0
Los Angeles Clippers,Memphis Grizzlies,0.540650406504065,0.41090785907859084,0,1
Milwaukee Bucks,Brooklyn Nets,0.5253416363950874,0.32619877219180354,1,1
Houston Rockets,New Orleans Pelicans,0.705846739318457,0.5132113821138211,0,0
Portland Trail Blazers,Dallas Mavericks,0.5340136054421768,0.3518334162933466,0,1
San Antonio Spurs,Philadelphia 76ers,0.666268133269568,0.4693766937669377,1,0
New York Knicks,Phoenix Suns,0.419349593495935,0.3288534926165588,0,1
Oklahoma City Thunder,Detroit Pistons,0.5856147336983574,0.4624632416536931,0,1
Indiana Pacers,Orlando Magic,0.5307317073170732,0.31233062330623307,1,1
Washington Wizards,Atlanta Hawks,0.5665339306454289,0.36527293844367015,0,1
Miami Heat,Charlotte Hornets,0.5476190476190476,0.42411924119241196,1,1
Boston Celtics,Golden State Warriors,0.6821138211382114,0.8056910569105691,0,0
Dallas Mavericks,Denver Nuggets,0.34747967479674796,0.5163431226148997,0,0
Brooklyn Nets,Minnesota Timberwolves,0.32130081300813007,0.5362726704190118,0,0
Chicago Bulls,Milwaukee Bucks,0.4066666666666667,0.5318428184281843,1,0
Phoenix Suns,Houston Rockets,0.32422764227642276,0.7096883468834688,0,0
New Orleans Pelicans,Los Angeles Clippers,0.5055583208893313,0.5474531275925004,1,0
Cleveland Cavaliers,Detroit Pistons,0.6100948509485095,0.4559620596205962,1,1
Oklahoma City Thunder,Philadelphia 76ers,0.5910569105691056,0.46164722516790385,1,1
Los Angeles Lakers,Toronto Raptors,0.36419445827111335,0.665650406504065,0,0
San Antonio Spurs,Sacramento Kings,0.6710444027517198,0.3341629334660694,1,1
Charlotte Hornets,Indiana Pacers,0.4184503069520491,0.5367447792124981,0,0
Atlanta Hawks,Minnesota Timberwolves,0.3747967479674797,0.5285319834330419,1,1
Memphis Grizzlies,Phoenix Suns,0.41969470715115315,0.3197831978319783,1,1
Milwaukee Bucks,Philadelphia 76ers,0.5380786460925834,0.45424667012627573,1,1
Miami Heat,Dallas Mavericks,0.5533333333333333,0.34329666826080024,0,1
Denver Nuggets,Boston Celtics,0.5092682926829268,0.6860353897656624,1,0
Washington Wizards,Oklahoma City Thunder,0.5725203252032521,0.5832137733142037,1,1
New York Knicks,Brooklyn Nets,0.42666985493384346,0.3165949306551889,1,1
Toronto Raptors,Minnesota Timberwolves,0.6699021071843371,0.5210779885576633,1,1
Detroit Pistons,Cleveland Cavaliers,0.4633316741330679,0.6018748962999835,1,1
Houston Rockets,Orlando Magic,0.7133731541397047,0.30836236933797906,1,1
New Orleans Pelicans,Sacramento Kings,0.49821138211382116,0.3434146341463415,1,0
San Antonio Spurs,Denver Nuggets,0.6756404356496395,0.5024709070620118,1,1
Golden State Warriors,Utah Jazz,0.7952335405706998,0.500650406504065,0,0
Los Angeles Clippers,Portland Trail Blazers,0.540650406504065,0.54,1,0
Memphis Grizzlies,Indiana Pacers,0.4147967479674797,0.542526579111945,0,0
Los Angeles Lakers,Orlando Magic,0.3590243902439025,0.3178861788617886,0,0
Atlanta Hawks,Charlotte Hornets,0.3708751793400287,0.42634146341463414,1,0
Philadelphia 76ers,Brooklyn Nets,0.4471544715447155,0.32489055659787364,0,0
Cleveland Cavaliers,Miami Heat,0.6073170731707317,0.545751633986928,1,1
New York Knicks,Boston Celtics,0.42088805503439647,0.6898061288305191,0,0
Portland Trail Blazers,Chicago Bulls,0.545751633986928,0.40196078431372556,1,1
Phoenix Suns,Dallas Mavericks,0.32833020637898686,0.33927454659161976,1,1
Memphis Grizzlies,Detroit Pistons,0.41009086561453856,0.47040650406504064,0,0
Washington Wizards,Toronto Raptors,0.5782719591901802,0.660650406504065,1,1
Minnesota Timberwolves,Milwaukee Bucks,0.5260162601626016,0.5307317073170732,1,1
Houston Rockets,San Antonio Spurs,0.7169105691056911,0.6677205660945499,0,1
Denver Nuggets,Oklahoma City Thunder,0.5087554721701063,0.5756722951844903,1,1
Charlotte Hornets,Indiana Pacers,0.43392316276103937,0.5355115815309096,1,1
Boston Celtics,Atlanta Hawks,0.6934345758551924,0.367104440275172,1,1
Los Angeles Lakers,Brooklyn Nets,0.3671289654073011,0.320294523699954,0,1
Toronto Raptors,Portland Trail Blazers,0.6648334130400128,0.5384615384615384,1,1
Milwaukee Bucks,New York Knicks,0.5367447792124981,0.4153244362632306,1,1
Miami Heat,Philadelphia 76ers,0.5384615384615384,0.4539571926331509,0,0
New Orleans Pelicans,Oklahoma City Thunder,0.504224454009246,0.5684154011351433,0,1
Utah Jazz,Phoenix Suns,0.5079706679419735,0.3239760699493787,0,1
Golden State Warriors,Sacramento Kings,0.7979987492182614,0.3392316276103937,0,1
Chicago Bulls,Los Angeles Clippers,0.3974358974358974,0.5471863542164833,0,0
Miami Heat,Detroit Pistons,0.5314465408805031,0.4772038896859557,0,0
Philadelphia 76ers,Indiana Pacers,0.4471544715447155,0.5411020776874436,0,0
Orlando Magic,Washington Wizards,0.31396461023433764,0.5838023764853033,1,0
Cleveland Cavaliers,Houston Rockets,0.5994739359158298,0.7203092619161486,1,0
Denver Nuggets,Golden State Warriors,0.5148028838778954,0.7880809940174873,1,1
New Orleans Pelicans,Minnesota Timberwolves,0.4971857410881801,0.5307781649245064,0,0
Utah Jazz,San Antonio Spurs,0.5150093808630394,0.6600886917960088,0,1
Dallas Mavericks,Sacramento Kings,0.34798281945083603,0.33520950594121324,0,1
Boston Celtics,Portland Trail Blazers,0.6969286359530261,0.5314465408805031,1,1
Milwaukee Bucks,Brooklyn Nets,0.542526579111945,0.31586871424269797,0,1
New York Knicks,Atlanta Hawks,0.4099668774465523,0.37605460960269976,1,0
Toronto Raptors,Memphis Grizzlies,0.6688555347091932,0.40556597873671046,1,1
Los Angeles Lakers,Oklahoma City Thunder,0.37492182614133834,0.5614272809394761,0,1
Charlotte Hornets,Phoenix Suns,0.441213258286429,0.3197831978319783,0,1
Portland Trail Blazers,Detroit Pistons,0.5246913580246914,0.48373983739837395,0,0
Indiana Pacers,Washington Wizards,0.5343680709534367,0.5891240987881576,1,0
Miami Heat,Orlando Magic,0.5246913580246914,0.32301438398999377,1,0
Utah Jazz,New Orleans Pelicans,0.5217824819757632,0.4904126399754563,0,1
Denver Nuggets,Charlotte Hornets,0.5206263173742849,0.4356496395152631,1,1
Chicago Bulls,Sacramento Kings,0.3930817610062893,0.3439177788004295,0,0
Los Angeles Clippers,Dallas Mavericks,0.5534709193245778,0.3440228846732912,1,1
Cleveland Cavaliers,Orlando Magic,0.5919324577861164,0.33172265684921,0,0
Atlanta Hawks,Memphis Grizzlies,0.38467329117735627,0.4012118423071023,1,1
Brooklyn Nets,Houston Rockets,0.31160384331116037,0.7235772357723578,1,0
Milwaukee Bucks,New York Knicks,0.5480901978831109,0.4048041389504804,0,1
Toronto Raptors,Boston Celtics,0.6727258782021782,0.6881744271988174,1,1
Washington Wizards,Philadelphia 76ers,0.5819030412526347,0.45369041925713377,0,0
Oklahoma City Thunder,Golden State Warriors,0.5668144863266814,0.7785305630834086,0,1
Phoenix Suns,Los Angeles Lakers,0.31574279379157427,0.3824206166589968,0,0
Detroit Pistons,Brooklyn Nets,0.4900291455744746,0.3074912891986063,1,1
Houston Rockets,Miami Heat,0.7267218898604081,0.5181818181818182,0,1
Minnesota Timberwolves,Cleveland Cavaliers,0.523677078876052,0.5972541800889707,0,0
Utah Jazz,Memphis Grizzlies,0.5283047274917193,0.39701897018970184,0,1
Phoenix Suns,San Antonio Spurs,0.3118466898954704,0.6646341463414634,1,0
Atlanta Hawks,Orlando Magic,0.38085735402808574,0.3401084010840108,0,0
Toronto Raptors,New York Knicks,0.6764528756398676,0.3998257839721255,1,1
Boston Celtics,Washington Wizards,0.6916376306620209,0.5749445676274944,0,1
Portland Trail Blazers,Charlotte Hornets,0.5303030303030303,0.43029208069858477,1,1
Golden State Warriors,Dallas Mavericks,0.7814486326681448,0.34020694752402064,1,1
Oklahoma City Thunder,Los Angeles Lakers,0.5601045296167247,0.3896416741945197,0,0
Los Angeles Clippers,Detroit Pistons,0.5595183310323669,0.48373983739837395,0,1
Philadelphia 76ers,New Orleans Pelicans,0.4599749843652283,0.4838903944595001,1,1
Atlanta Hawks,Cleveland Cavaliers,0.37717770034843207,0.6023788015657935,1,0
Boston Celtics,Indiana Pacers,0.6832834117814862,0.5397793263646923,1,0
Houston Rockets,Denver Nuggets,0.7297500752785306,0.5141167775314116,1,1
Milwaukee Bucks,Miami Heat,0.5411020776874436,0.5238095238095238,0,0
Utah Jazz,Charlotte Hornets,0.5345898004434589,0.4251293422025129,1,1
Chicago Bulls,Minnesota Timberwolves,0.4012345679012346,0.5168208578637511,1,1
Sacramento Kings,Portland Trail Blazers,0.3399578440228847,0.5357142857142857,1,0
Brooklyn Nets,New Orleans Pelicans,0.3035230352303523,0.4897265336289726,1,0
Milwaukee Bucks,Orlando Magic,0.546489283074649,0.33606799704360685,0,1
Philadelphia 76ers,Los Angeles Clippers,0.4660223960730174,0.5529960855164107,1,1
Washington Wizards,Chicago Bulls,0.5801393728222997,0.396969696969697,0,1
Los Angeles Lakers,Dallas Mavericks,0.3844789356984479,0.34843205574912894,0,0
San Antonio Spurs,Golden State Warriors,0.6573242048209956,0.7842624854819977,0,0
Denver Nuggets,Phoenix Suns,0.5197444831591173,0.3080872913992298,0,1
Charlotte Hornets,Toronto Raptors,0.42015098722415795,0.6800443458980044,1,0
Detroit Pistons,Atlanta Hawks,0.47767923133776796,0.38532306375695335,0,0
Cleveland Cavaliers,Boston Celtics,0.6073170731707317,0.6752172694140736,0,1
Indiana Pacers,New York Knicks,0.5450007131650264,0.395022108115818,1,1
Houston Rockets,Dallas Mavericks,0.7326681448632669,0.34467265725288837,1,1
Minnesota Timberwolves,Sacramento Kings,0.5214964861513022,0.33614190687361417,1,1
Memphis Grizzlies,Oklahoma City Thunder,0.3929785661492979,0.5653259164170589,0,0
Utah Jazz,Portland Trail Blazers,0.540650406504065,0.5292397660818714,0,1
Detroit Pistons,New Orleans Pelicans,0.4718350754936121,0.49535423925667826,1,0
New York Knicks,Philadelphia 76ers,0.3903840762545556,0.47184582956940685,0,0
Los Angeles Clippers,Brooklyn Nets,0.5588322246858831,0.29969161760583124,0,1
Orlando Magic,Chicago Bulls,0.3321718931475029,0.4047619047619048,0,0
Utah Jazz,San Antonio Spurs,0.5464983597204394,0.6502663302495094,1,1
Phoenix Suns,Golden State Warriors,0.30445752733389403,0.7869776066181714,0,0
Miami Heat,Toronto Raptors,0.5175438596491228,0.6835075493612078,0,0
Milwaukee Bucks,Atlanta Hawks,0.5516840882694541,0.3816932996916176,1,1
Houston Rockets,Minnesota Timberwolves,0.7354819976771196,0.5149051490514905,0,1
Oklahoma City Thunder,Cleveland Cavaliers,0.5588730025231287,0.6120789779326364,1,0
Dallas Mavericks,Sacramento Kings,0.3410428931875526,0.3443670150987224,1,0
Denver Nuggets,San Antonio Spurs,0.5251747254314648,0.6434477056634973,1,1
Detroit Pistons,Atlanta Hawks,0.4778918841819997,0.3781865784759543,1,1
Orlando Magic,Charlotte Hornets,0.32841249465126227,0.427043217800599,1,0
Miami Heat,Philadelphia 76ers,0.5114942528735632,0.47745750184774577,0,0
Brooklyn Nets,Indiana Pacers,0.2959900785448532,0.5500420521446594,1,0
New York Knicks,Washington Wizards,0.38590326581231915,0.5851519041506205,1,0
Boston Celtics,Los Angeles Clippers,0.6674245556014883,0.5644599303135888,1,0
Chicago Bulls,Toronto Raptors,0.40058479532163743,0.6868492369134218,1,0
Houston Rockets,Sacramento Kings,0.7381971188132934,0.34060761660248184,1,1
Memphis Grizzlies,Oklahoma City Thunder,0.38908246225319393,0.563938266501309,1,0
New Orleans Pelicans,Los Angeles Lakers,0.5007844815290258,0.3795005807200929,1,1
Utah Jazz,Phoenix Suns,0.5521446593776282,0.30095080611823066,1,1
Golden State Warriors,Portland Trail Blazers,0.7781048500140173,0.5344827586206896,0,0
Denver Nuggets,Milwaukee Bucks,0.5304177179702831,0.5450007131650264,0,1
Minnesota Timberwolves,Los Angeles Lakers,0.5194588831134213,0.37469690486378543,1,1
Charlotte Hornets,Brooklyn Nets,0.43369778525371455,0.29241192411924116,1,1
Orlando Magic,New York Knicks,0.32478273058592655,0.39268292682926836,1,0
Philadelphia 76ers,Chicago Bulls,0.4828687572590012,0.39655172413793105,0,1
Cleveland Cavaliers,Washington Wizards,0.6049778918841819,0.589991589571068,1,0
Oklahoma City Thunder,Sacramento Kings,0.5688346883468834,0.33697785253714607,0,1
Golden State Warriors,Los Angeles Clippers,0.7808322998484222,0.5581942661531878,1,1
Detroit Pistons,Boston Celtics,0.4722455845248108,0.6710027100271003,1,0
Atlanta Hawks,Indiana Pacers,0.3747967479674797,0.5549124982775252,0,0
Washington Wizards,Charlotte Hornets,0.5833677828303707,0.44012677414909745,1,0
Milwaukee Bucks,Toronto Raptors,0.5500420521446594,0.6785814409868237,0,1
Houston Rockets,Minnesota Timberwolves,0.7408186150827025,0.5131130343561501,1,1
Memphis Grizzlies,Cleveland Cavaliers,0.38532306375695335,0.6096159237454444,1,0
New Orleans Pelicans,Miami Heat,0.5060274740678441,0.5056497175141242,1,1
Denver Nuggets,San Antonio Spurs,0.5354829819484636,0.6368563685636857,1,1
Phoenix Suns,Los Angeles Clippers,0.2975609756097561,0.5636389122511914,1,0
Utah Jazz,Portland Trail Blazers,0.5463001240181894,0.53954802259887,1,0
Dallas Mavericks,Los Angeles Lakers,0.33753617197188923,0.3815531258760863,0,0
Orlando Magic,Philadelphia 76ers,0.3212760093702632,0.4880901440593353,0,0
Miami Heat,Memphis Grizzlies,0.5111111111111112,0.3816932996916176,1,1
Boston Celtics,New York Knicks,0.6744635479141676,0.3883113421298147,0,1
Oklahoma City Thunder,Golden State Warriors,0.5626416100226576,0.7834688346883469,0,0
Chicago Bulls,Minnesota Timberwolves,0.3926553672316384,0.5175506516969932,0,0
Phoenix Suns,Portland Trail Blazers,0.29428228708516596,0.5444444444444444,1,0
Dallas Mavericks,Utah Jazz,0.33414634146341465,0.5517615176151761,0,0
Sacramento Kings,Los Angeles Lakers,0.3334711313214827,0.3881769326167838,1,0
Charlotte Hornets,Detroit Pistons,0.44634146341463415,0.4667906848560011,1,1
Milwaukee Bucks,New Orleans Pelicans,0.5436130632492765,0.5110927380460245,1,0
San Antonio Spurs,Cleveland Cavaliers,0.6414101026256164,0.6027972991594323,0,1
Houston Rockets,Denver Nuggets,0.7433512470717928,0.5292682926829269,0,1
Philadelphia 76ers,Washington Wizards,0.4816372301654051,0.5880758807588076,0,0
Los Angeles Lakers,Atlanta Hawks,0.39457994579945804,0.3715180594428895,0,1
Memphis Grizzlies,Boston Celtics,0.3781865784759543,0.6778127458693942,0,0
Brooklyn Nets,Chicago Bulls,0.29988004798080764,0.38888888888888884,1,1
New York Knicks,Golden State Warriors,0.3840807762916339,0.786018925763028,1,0
Toronto Raptors,Detroit Pistons,0.6818933443571723,0.46151761517615175,1,1
New Orleans Pelicans,Phoenix Suns,0.5159891598915989,0.29110936270653026,1,1
Orlando Magic,Oklahoma City Thunder,0.3178861788617886,0.567400996590611,0,0
Dallas Mavericks,Indiana Pacers,0.3417966146874584,0.548509485094851,1,1
Utah Jazz,Houston Rockets,0.546114887378382,0.7457994579945799,1,0
Minnesota Timberwolves,Sacramento Kings,0.521849593495935,0.3300813008130081,0,1
Chicago Bulls,Charlotte Hornets,0.3852459016393442,0.4523523923763828,0,0
Brooklyn Nets,Cleveland Cavaliers,0.29635457644899027,0.6073170731707317,0,0
Miami Heat,Philadelphia 76ers,0.5163934426229508,0.4754030591153369,1,1
Washington Wizards,Milwaukee Bucks,0.5926296148207384,0.5373983739837399,0,1
Portland Trail Blazers,Sacramento Kings,0.5491803278688524,0.32680261228841795,1,1
Los Angeles Clippers,Denver Nuggets,0.5688989940746865,0.5232573637211783,0,1
Detroit Pistons,Milwaukee Bucks,0.4673463947754231,0.5313874450219912,1,1
Toronto Raptors,Orlando Magic,0.6850948509485094,0.3146074903371984,0,1
Atlanta Hawks,Indiana Pacers,0.37909782323629687,0.5423164067706251,1,1
Charlotte Hornets,Boston Celtics,0.4474167322318385,0.6810556200800103,0,0
Memphis Grizzlies,Phoenix Suns,0.3747967479674797,0.2986191766679571,1,0
Washington Wizards,Golden State Warriors,0.5862837660634671,0.7884867558353003,1,0
Oklahoma City Thunder,Dallas Mavericks,0.5720092915214866,0.33844741673223183,0,1
New Orleans Pelicans,San Antonio Spurs,0.5207250433160069,0.6350642538683452,0,1
Houston Rockets,Los Angeles Clippers,0.748167399706784,0.5628726287262872,0,1
Miami Heat,Los Angeles Lakers,0.510752688172043,0.4007730241236838,1,0
Philadelphia 76ers,Cleveland Cavaliers,0.4804878048780488,0.6007596961215514,0,1
Brooklyn Nets,Sacramento Kings,0.2929410246483417,0.33438237608182536,0,0
Portland Trail Blazers,Minnesota Timberwolves,0.5537634408602151,0.5157598499061914,1,1
Orlando Magic,Detroit Pistons,0.32218725413060584,0.46223446105428795,1,1
Philadelphia 76ers,Charlotte Hornets,0.485405837664934,0.4426377597109304,1,1
Golden State Warriors,Atlanta Hawks,0.7908762420957544,0.3758549490256808,0,1
Chicago Bulls,Dallas Mavericks,0.3924731182795698,0.3352045425216157,1,1
Denver Nuggets,Memphis Grizzlies,0.5281930238657225,0.3715180594428895,0,1
Indiana Pacers,Milwaukee Bucks,0.5470757933385786,0.5255704169944925,0,1
Washington Wizards,Toronto Raptors,0.5801393728222997,0.6881913901106224,1,0
Phoenix Suns,Oklahoma City Thunder,0.29547764227642276,0.5764735772357724,1,0
New York Knicks,Los Angeles Clippers,0.37998451413085554,0.5679728108756498,0,0
Utah Jazz,Minnesota Timberwolves,0.551403094676108,0.5098546440009856,1,1
Orlando Magic,Memphis Grizzlies,0.3295263905020002,0.36834513506425387,1,1
Denver Nuggets,Cleveland Cavaliers,0.5329719963866305,0.59441384736428,0,1
Detroit Pistons,Miami Heat,0.45728481094334755,0.5158730158730159,0,0
Houston Rockets,Boston Celtics,0.7504589562024653,0.6737804878048781,1,1
Los Angeles Lakers,San Antonio Spurs,0.4067663257277734,0.6289198606271776,0,1
Oklahoma City Thunder,Portland Trail Blazers,0.5705440900562851,0.5582010582010583,0,0
Sacramento Kings,Utah Jazz,0.33113950187120916,0.5565234223770809,1,0
Phoenix Suns,Atlanta Hawks,0.292432770481551,0.383130081300813,0,0
Charlotte Hornets,Toronto Raptors,0.4380081300813008,0.6911880409126673,0,0
Washington Wizards,Indiana Pacers,0.5741869918699187,0.5516840882694541,1,0
Dallas Mavericks,New Orleans Pelicans,0.3320630081300813,0.5253081563073695,1,0
Milwaukee Bucks,Philadelphia 76ers,0.530520067105433,0.4794125360608445,1,1
Brooklyn Nets,Los Angeles Clippers,0.2896341463414634,0.572908471020194,0,0
New York Knicks,Sacramento Kings,0.3760162601626016,0.33841463414634143,0,0
Detroit Pistons,Cleveland Cavaliers,0.45248983739837395,0.5988514647051232,0,0
Milwaukee Bucks,Indiana Pacers,0.5248983739837398,0.5561483739837398,0,0
Phoenix Suns,Miami Heat,0.289480167528948,0.5208333333333334,0,0
Boston Celtics,Chicago Bulls,0.6769856160100063,0.38888888888888884,0,1
San Antonio Spurs,Memphis Grizzlies,0.6333841463414634,0.36527293844367015,1,1
Orlando Magic,Utah Jazz,0.32621951219512196,0.5614837398373984,0,0
Los Angeles Lakers,Portland Trail Blazers,0.4019873532068654,0.5625,1,0
Charlotte Hornets,Philadelphia 76ers,0.4335209505941213,0.4841915085817525,1,0
Atlanta Hawks,Toronto Raptors,0.3799249530956848,0.6940895599432184,0,0
Washington Wizards,Miami Heat,0.5786741713570982,0.5153846153846154,1,1
Houston Rockets,Oklahoma City Thunder,0.7526777648728867,0.5647942843064794,0,1
Denver Nuggets,Dallas Mavericks,0.5271849593495935,0.33927454659161976,0,0
New York Knicks,Portland Trail Blazers,0.37217010631644776,0.5666666666666667,0,0
Golden State Warriors,Brooklyn Nets,0.793191056910569,0.2864290181363352,1,1
Los Angeles Clippers,New Orleans Pelicans,0.5671054329590914,0.5297457736482126,1,0
Indiana Pacers,Utah Jazz,0.5502188868042527,0.5662914321450906,1,0
Chicago Bulls,Memphis Grizzlies,0.3958333333333333,0.3622967479674797,1,1
Detroit Pistons,Toronto Raptors,0.4478424015009381,0.696900406504065,1,0
Milwaukee Bucks,Houston Rockets,0.5194496560350219,0.7548272357723578,1,0
Sacramento Kings,New Orleans Pelicans,0.33520950594121324,0.5340447154471545,1,0
Denver Nuggets,Cleveland Cavaliers,0.5215759849906191,0.603150406504065,1,0
Orlando Magic,Los Angeles Lakers,0.32301438398999377,0.40777439024390244,0,0
Charlotte Hornets,Brooklyn Nets,0.429169746242917,0.2934220251293422,1,0
Philadelphia 76ers,Miami Heat,0.4784044715447155,0.5202020202020202,0,0
Minnesota Timberwolves,Boston Celtics,0.50412571289892,0.6800936191180095,1,0
Phoenix Suns,Oklahoma City Thunder,0.28661570197791525,0.569166363305424,0,0
San Antonio Spurs,Golden State Warriors,0.6274546591619762,0.7954346466541589,0,0
Detroit Pistons,Chicago Bulls,0.4534368070953437,0.3923076923076923,1,1
Atlanta Hawks,Indiana Pacers,0.37681694998768167,0.5545700911554571,0,0
Toronto Raptors,Houston Rockets,0.6996247654784241,0.7466541588492808,1,1
Utah Jazz,Memphis Grizzlies,0.5709534368070953,0.3594121325828643,0,1
Milwaukee Bucks,New York Knicks,0.5242670608524267,0.3684405025868441,1,1
New Orleans Pelicans,Washington Wizards,0.5279549718574109,0.5830253757083025,1,0
Los Angeles Lakers,Denver Nuggets,0.40312695434646656,0.5262379896526238,0,0
Portland Trail Blazers,Golden State Warriors,0.5707070707070707,0.7875092387287509,1,1
Orlando Magic,Sacramento Kings,0.31990638088199064,0.34220251293422027,0,0
Cleveland Cavaliers,Los Angeles Clippers,0.5970606629143215,0.571900406504065,0,0
Charlotte Hornets,Phoenix Suns,0.4348986773449824,0.2838354854136777,1,1
Miami Heat,Washington Wizards,0.5248756218905473,0.5772964446062371,1,1
Memphis Grizzlies,Dallas Mavericks,0.3566149297856615,0.34626755358462674,0,0
Oklahoma City Thunder,San Antonio Spurs,0.5734098517455762,0.6217048534121704,1,1
Los Angeles Clippers,Orlando Magic,0.576547842401501,0.3168911539861667,1,1
New York Knicks,Toronto Raptors,0.36482223031185534,0.7022665681202267,1,0
Atlanta Hawks,Chicago Bulls,0.3738017230918578,0.398989898989899,1,0
Golden State Warriors,Minnesota Timberwolves,0.7798204101443998,0.5083692013390722,0,0
Utah Jazz,New Orleans Pelicans,0.5754762771508313,0.522049765952205,0,1
Denver Nuggets,Sacramento Kings,0.5307608299963597,0.3390365246936051,1,1
Dallas Mavericks,Houston Rockets,0.34310156534401165,0.748829761024883,1,0
Indiana Pacers,Boston Celtics,0.5587914088096105,0.6731585972576144,0,1
Philadelphia 76ers,Brooklyn Nets,0.4830519074421514,0.2902560368887271,0,1
Los Angeles Lakers,Cleveland Cavaliers,0.4087213599408721,0.5911554570091155,1,1
Houston Rockets,San Antonio Spurs,0.7509404198519597,0.6161266836548963,1,1
Milwaukee Bucks,Memphis Grizzlies,0.5289406625409537,0.35390122557942,0,1
Oklahoma City Thunder,Sacramento Kings,0.5775303405207964,0.3359636537541846,1,1
Miami Heat,Portland Trail Blazers,0.5196078431372549,0.5746268656716418,0,0
Philadelphia 76ers,Indiana Pacers,0.47745750184774577,0.5628885700621712,1,0
Washington Wizards,Minnesota Timberwolves,0.5717360114777619,0.5124896901142925,1,0
Oklahoma City Thunder,Atlanta Hawks,0.5815331010452961,0.3708751793400287,0,1
Toronto Raptors,Brooklyn Nets,0.704829510981677,0.28718316594930654,0,1
New York Knicks,Dallas Mavericks,0.36131037780966047,0.3498326159732186,1,0
Chicago Bulls,Los Angeles Clippers,0.39552238805970147,0.5810544469081055,1,0
Charlotte Hornets,New Orleans Pelicans,0.43065518890483023,0.5262710836063584,0,0
Orlando Magic,San Antonio Spurs,0.31396461023433764,0.6205164992826399,0,0
Utah Jazz,Detroit Pistons,0.5798660927785749,0.44891396675160783,1,1
Phoenix Suns,Cleveland Cavaliers,0.28113585483680925,0.595376774663269,1,0
Los Angeles Lakers,Denver Nuggets,0.4141487683533552,0.5253467240554758,1,1
