Date,Start Time,Home,Home Points,Visitor,Visitor Points,Winner,Attendance
"Fri, Nov 25, 2016",10:00p,Portland Trail Blazers,119,New Orleans Pelicans,104,Portland Trail Blazers,"19,393"
"Fri, Nov 25, 2016",10:30p,Los Angeles Lakers,85,Golden State Warriors,109,Golden State Warriors,"18,997"
"Fri, Nov 25, 2016",10:30p,Sacramento Kings,104,Houston Rockets,117,Houston Rockets,"17,608"
"Sat, Nov 26, 2016",7:00p,Charlotte Hornets,107,New York Knicks,102,Charlotte Hornets,"19,195"
"Sat, Nov 26, 2016",7:00p,Washington Wizards,100,San Antonio Spurs,112,San Antonio Spurs,"17,066"
"Sat, Nov 26, 2016",8:00p,Miami Heat,107,Memphis Grizzlies,110,Memphis Grizzlies,"19,600"
"Sat, Nov 26, 2016",8:00p,Oklahoma City Thunder,106,Detroit Pistons,88,Oklahoma City Thunder,"18,203"
"Sat, Nov 26, 2016",10:30p,Golden State Warriors,115,Minnesota Timberwolves,102,Golden State Warriors,"19,596"
"Sun, Nov 27, 2016",1:00p,Philadelphia 76ers,108,Cleveland Cavaliers,112,Cleveland Cavaliers,"19,311"
"Sun, Nov 27, 2016",3:30p,Phoenix Suns,114,Denver Nuggets,120,Denver Nuggets,"15,365"
"Sun, Nov 27, 2016",6:00p,Brooklyn Nets,105,Sacramento Kings,122,Sacramento Kings,"13,646"
"Sun, Nov 27, 2016",6:00p,Indiana Pacers,91,Los Angeles Clippers,70,Indiana Pacers,"15,572"
"Sun, Nov 27, 2016",6:00p,Orlando Magic,96,Milwaukee Bucks,104,Milwaukee Bucks,"16,521"
"Sun, Nov 27, 2016",7:00p,Dallas Mavericks,91,New Orleans Pelicans,81,Dallas Mavericks,"19,302"
"Sun, Nov 27, 2016",9:00p,Portland Trail Blazers,114,Houston Rockets,130,Houston Rockets,"19,393"
"Sun, Nov 27, 2016",9:30p,Los Angeles Lakers,109,Atlanta Hawks,94,Los Angeles Lakers,"18,997"
"Mon, Nov 28, 2016",7:00p,Washington Wizards,101,Sacramento Kings,95,Washington Wizards,"12,571"
"Mon, Nov 28, 2016",7:30p,Miami Heat,104,Boston Celtics,112,Boston Celtics,"19,600"
"Mon, Nov 28, 2016",7:30p,New York Knicks,103,Oklahoma City Thunder,112,Oklahoma City Thunder,"19,812"
"Mon, Nov 28, 2016",7:30p,Toronto Raptors,122,Philadelphia 76ers,95,Toronto Raptors,"19,800"
"Mon, Nov 28, 2016",8:00p,Memphis Grizzlies,85,Charlotte Hornets,104,Charlotte Hornets,"13,143"
"Mon, Nov 28, 2016",8:00p,Minnesota Timberwolves,103,Utah Jazz,112,Utah Jazz,"9,384"
"Mon, Nov 28, 2016",10:30p,Golden State Warriors,105,Atlanta Hawks,100,Golden State Warriors,"19,596"
"Tue, Nov 29, 2016",7:00p,Charlotte Hornets,89,Detroit Pistons,112,Detroit Pistons,"14,266"
"Tue, Nov 29, 2016",7:30p,Brooklyn Nets,127,Los Angeles Clippers,122,Brooklyn Nets,"15,681"
"Tue, Nov 29, 2016",8:00p,Milwaukee Bucks,118,Cleveland Cavaliers,101,Milwaukee Bucks,"16,559"
"Tue, Nov 29, 2016",8:00p,New Orleans Pelicans,105,Los Angeles Lakers,88,New Orleans Pelicans,"14,024"
"Tue, Nov 29, 2016",8:30p,San Antonio Spurs,83,Orlando Magic,95,Orlando Magic,"18,418"
"Tue, Nov 29, 2016",9:00p,Utah Jazz,120,Houston Rockets,101,Utah Jazz,"19,911"
"Wed, Nov 30, 2016",7:30p,Boston Celtics,114,Detroit Pistons,121,Detroit Pistons,"17,338"
"Wed, Nov 30, 2016",7:30p,Toronto Raptors,120,Memphis Grizzlies,105,Toronto Raptors,"19,800"
"Wed, Nov 30, 2016",8:00p,Chicago Bulls,90,Los Angeles Lakers,96,Los Angeles Lakers,"21,773"
"Wed, Nov 30, 2016",8:00p,Minnesota Timberwolves,104,New York Knicks,106,New York Knicks,"13,987"
"Wed, Nov 30, 2016",8:00p,Oklahoma City Thunder,126,Washington Wizards,115,Oklahoma City Thunder,"18,203"
"Wed, Nov 30, 2016",8:30p,Dallas Mavericks,87,San Antonio Spurs,94,San Antonio Spurs,"19,245"
"Wed, Nov 30, 2016",9:00p,Denver Nuggets,98,Miami Heat,106,Miami Heat,"11,471"
"Wed, Nov 30, 2016",9:00p,Phoenix Suns,109,Atlanta Hawks,107,Phoenix Suns,"15,909"
"Wed, Nov 30, 2016",10:00p,Portland Trail Blazers,131,Indiana Pacers,109,Portland Trail Blazers,"19,107"
"Thu, Dec 1, 2016",7:00p,Charlotte Hornets,97,Dallas Mavericks,87,Charlotte Hornets,"14,471"
"Thu, Dec 1, 2016",7:30p,Brooklyn Nets,93,Milwaukee Bucks,111,Milwaukee Bucks,"12,675"
"Thu, Dec 1, 2016",8:00p,Cleveland Cavaliers,94,Los Angeles Clippers,113,Los Angeles Clippers,"20,562"
"Thu, Dec 1, 2016",8:00p,Memphis Grizzlies,95,Orlando Magic,94,Memphis Grizzlies,"13,344"
"Thu, Dec 1, 2016",9:00p,Utah Jazz,110,Miami Heat,111,Miami Heat,"19,073"
"Thu, Dec 1, 2016",10:30p,Golden State Warriors,127,Houston Rockets,132,Houston Rockets,"19,596"
"Fri, Dec 2, 2016",7:00p,Philadelphia 76ers,88,Orlando Magic,105,Orlando Magic,"13,711"
"Fri, Dec 2, 2016",7:30p,Boston Celtics,97,Sacramento Kings,92,Boston Celtics,"18,624"
"Fri, Dec 2, 2016",7:30p,New York Knicks,118,Minnesota Timberwolves,114,New York Knicks,"19,812"
"Fri, Dec 2, 2016",7:30p,Toronto Raptors,113,Los Angeles Lakers,80,Toronto Raptors,"19,800"
"Fri, Dec 2, 2016",8:00p,Atlanta Hawks,85,Detroit Pistons,121,Detroit Pistons,"15,500"
"Fri, Dec 2, 2016",8:00p,Chicago Bulls,111,Cleveland Cavaliers,105,Chicago Bulls,"21,775"
"Fri, Dec 2, 2016",8:00p,New Orleans Pelicans,96,Los Angeles Clippers,114,Los Angeles Clippers,"16,538"
"Fri, Dec 2, 2016",8:30p,San Antonio Spurs,107,Washington Wizards,105,San Antonio Spurs,"18,418"
"Fri, Dec 2, 2016",10:30p,Denver Nuggets,110,Houston Rockets,128,Houston Rockets,"15,549"
"Sat, Dec 3, 2016",5:00p,Milwaukee Bucks,112,Brooklyn Nets,103,Milwaukee Bucks,"15,565"
"Sat, Dec 3, 2016",7:00p,Charlotte Hornets,120,Minnesota Timberwolves,125,Minnesota Timberwolves,"16,982"
"Sat, Dec 3, 2016",7:30p,Philadelphia 76ers,106,Boston Celtics,107,Boston Celtics,"17,063"
"Sat, Dec 3, 2016",7:30p,Toronto Raptors,128,Atlanta Hawks,84,Toronto Raptors,"19,800"
"Sat, Dec 3, 2016",8:00p,Memphis Grizzlies,103,Los Angeles Lakers,100,Memphis Grizzlies,"17,017"
"Sat, Dec 3, 2016",8:30p,Dallas Mavericks,107,Chicago Bulls,82,Dallas Mavericks,"19,857"
"Sat, Dec 3, 2016",9:00p,Utah Jazz,105,Denver Nuggets,98,Utah Jazz,"19,911"
"Sat, Dec 3, 2016",10:00p,Portland Trail Blazers,99,Miami Heat,92,Portland Trail Blazers,"19,393"
"Sat, Dec 3, 2016",10:30p,Golden State Warriors,138,Phoenix Suns,109,Golden State Warriors,"19,596"
"Sun, Dec 4, 2016",6:00p,Detroit Pistons,92,Orlando Magic,98,Orlando Magic,"15,206"
"Sun, Dec 4, 2016",7:00p,Oklahoma City Thunder,101,New Orleans Pelicans,92,Oklahoma City Thunder,"18,203"
"Sun, Dec 4, 2016",7:30p,New York Knicks,106,Sacramento Kings,98,New York Knicks,"19,812"
"Sun, Dec 4, 2016",9:30p,Los Angeles Clippers,102,Indiana Pacers,111,Indiana Pacers,"19,060"
"Mon, Dec 5, 2016",7:00p,Philadelphia 76ers,98,Denver Nuggets,106,Denver Nuggets,"11,815"
"Mon, Dec 5, 2016",7:30p,Atlanta Hawks,99,Oklahoma City Thunder,102,Oklahoma City Thunder,"14,654"
"Mon, Dec 5, 2016",7:30p,Brooklyn Nets,113,Washington Wizards,118,Washington Wizards,"12,529"
"Mon, Dec 5, 2016",7:30p,Toronto Raptors,112,Cleveland Cavaliers,116,Cleveland Cavaliers,"19,800"
"Mon, Dec 5, 2016",8:00p,Chicago Bulls,110,Portland Trail Blazers,112,Portland Trail Blazers,"21,351"
"Mon, Dec 5, 2016",8:00p,Houston Rockets,107,Boston Celtics,106,Houston Rockets,"15,730"
"Mon, Dec 5, 2016",8:00p,Milwaukee Bucks,96,San Antonio Spurs,97,San Antonio Spurs,"14,256"
"Mon, Dec 5, 2016",8:00p,New Orleans Pelicans,108,Memphis Grizzlies,110,Memphis Grizzlies,"13,795"
"Mon, Dec 5, 2016",8:30p,Dallas Mavericks,101,Charlotte Hornets,109,Charlotte Hornets,"19,228"
"Mon, Dec 5, 2016",10:30p,Golden State Warriors,142,Indiana Pacers,106,Golden State Warriors,"19,596"
"Mon, Dec 5, 2016",10:30p,Los Angeles Lakers,101,Utah Jazz,107,Utah Jazz,"18,279"
"Tue, Dec 6, 2016",7:00p,Washington Wizards,116,Orlando Magic,124,Orlando Magic,"12,116"
"Tue, Dec 6, 2016",7:30p,Detroit Pistons,102,Chicago Bulls,91,Detroit Pistons,"14,305"
"Tue, Dec 6, 2016",7:30p,Miami Heat,103,New York Knicks,114,New York Knicks,"19,610"
"Tue, Dec 6, 2016",8:00p,Memphis Grizzlies,96,Philadelphia 76ers,91,Memphis Grizzlies,"13,521"
"Tue, Dec 6, 2016",8:00p,Minnesota Timberwolves,91,San Antonio Spurs,105,San Antonio Spurs,"12,585"
"Tue, Dec 6, 2016",9:00p,Utah Jazz,112,Phoenix Suns,105,Utah Jazz,"18,997"
"Wed, Dec 7, 2016",7:00p,Charlotte Hornets,87,Detroit Pistons,77,Charlotte Hornets,"15,141"
"Wed, Dec 7, 2016",7:00p,Orlando Magic,87,Boston Celtics,117,Boston Celtics,"17,009"
"Wed, Dec 7, 2016",7:30p,Atlanta Hawks,103,Miami Heat,95,Atlanta Hawks,"11,326"
"Wed, Dec 7, 2016",7:30p,Brooklyn Nets,116,Denver Nuggets,111,Brooklyn Nets,"14,159"
"Wed, Dec 7, 2016",8:00p,Houston Rockets,134,Los Angeles Lakers,95,Houston Rockets,"16,141"
"Wed, Dec 7, 2016",8:00p,Milwaukee Bucks,115,Portland Trail Blazers,107,Milwaukee Bucks,"14,033"
"Wed, Dec 7, 2016",8:00p,New York Knicks,94,Cleveland Cavaliers,126,Cleveland Cavaliers,"19,812"
"Wed, Dec 7, 2016",8:30p,Dallas Mavericks,89,Sacramento Kings,120,Sacramento Kings,"19,711"
"Wed, Dec 7, 2016",9:00p,Phoenix Suns,94,Indiana Pacers,109,Indiana Pacers,"17,452"
"Wed, Dec 7, 2016",10:30p,Los Angeles Clippers,98,Golden State Warriors,115,Golden State Warriors,"19,239"
"Thu, Dec 8, 2016",7:00p,Toronto Raptors,124,Minnesota Timberwolves,110,Toronto Raptors,"19,800"
"Thu, Dec 8, 2016",7:00p,Washington Wizards,92,Denver Nuggets,85,Washington Wizards,"12,645"
"Thu, Dec 8, 2016",8:00p,Memphis Grizzlies,88,Portland Trail Blazers,86,Memphis Grizzlies,"14,317"
"Thu, Dec 8, 2016",8:00p,New Orleans Pelicans,88,Philadelphia 76ers,99,Philadelphia 76ers,"14,158"
"Thu, Dec 8, 2016",9:00p,Utah Jazz,99,Golden State Warriors,106,Golden State Warriors,"19,911"
"Thu, Dec 8, 2016",9:30p,Chicago Bulls,95,San Antonio Spurs,91,Chicago Bulls,"21,489"
"Fri, Dec 9, 2016",7:00p,Charlotte Hornets,109,Orlando Magic,88,Charlotte Hornets,"15,707"
"Fri, Dec 9, 2016",7:30p,Boston Celtics,94,Toronto Raptors,101,Toronto Raptors,"18,624"
"Fri, Dec 9, 2016",7:30p,Cleveland Cavaliers,114,Miami Heat,84,Cleveland Cavaliers,"20,562"
"Fri, Dec 9, 2016",8:00p,Milwaukee Bucks,110,Atlanta Hawks,114,Atlanta Hawks,"16,289"
"Fri, Dec 9, 2016",8:00p,Minnesota Timberwolves,90,Detroit Pistons,117,Detroit Pistons,"14,109"
"Fri, Dec 9, 2016",8:00p,Oklahoma City Thunder,99,Houston Rockets,102,Houston Rockets,"18,203"
"Fri, Dec 9, 2016",8:30p,Dallas Mavericks,111,Indiana Pacers,103,Dallas Mavericks,"19,486"
"Fri, Dec 9, 2016",10:30p,Los Angeles Lakers,115,Phoenix Suns,119,Phoenix Suns,"18,997"
"Fri, Dec 9, 2016",10:30p,Sacramento Kings,100,New York Knicks,103,New York Knicks,"17,608"
"Sat, Dec 10, 2016",7:00p,Indiana Pacers,118,Portland Trail Blazers,111,Indiana Pacers,"16,211"
"Sat, Dec 10, 2016",7:00p,Orlando Magic,113,Denver Nuggets,121,Denver Nuggets,"17,010"
"Sat, Dec 10, 2016",7:00p,Washington Wizards,110,Milwaukee Bucks,105,Washington Wizards,"14,816"
"Sat, Dec 10, 2016",7:30p,Cleveland Cavaliers,116,Charlotte Hornets,105,Cleveland Cavaliers,"20,562"
"Sat, Dec 10, 2016",8:00p,Chicago Bulls,105,Miami Heat,100,Chicago Bulls,"21,450"
"Sat, Dec 10, 2016",8:00p,Houston Rockets,109,Dallas Mavericks,87,Houston Rockets,"15,761"
"Sat, Dec 10, 2016",8:00p,Memphis Grizzlies,110,Golden State Warriors,89,Memphis Grizzlies,"18,119"
"Sat, Dec 10, 2016",8:30p,San Antonio Spurs,130,Brooklyn Nets,101,San Antonio Spurs,"18,418"
"Sat, Dec 10, 2016",9:00p,Utah Jazz,104,Sacramento Kings,84,Utah Jazz,"19,331"
"Sat, Dec 10, 2016",10:30p,Los Angeles Clippers,133,New Orleans Pelicans,105,Los Angeles Clippers,"19,060"
"Sun, Dec 11, 2016",6:00p,Detroit Pistons,79,Philadelphia 76ers,97,Philadelphia 76ers,"7,244"
"Sun, Dec 11, 2016",7:00p,Minnesota Timberwolves,108,Golden State Warriors,116,Golden State Warriors,"18,452"
"Sun, Dec 11, 2016",7:00p,Oklahoma City Thunder,99,Boston Celtics,96,Oklahoma City Thunder,"18,203"
"Sun, Dec 11, 2016",8:30p,Phoenix Suns,119,New Orleans Pelicans,120,New Orleans Pelicans,"16,949"
"Sun, Dec 11, 2016",9:30p,Los Angeles Lakers,112,New York Knicks,118,New York Knicks,"18,997"
"Mon, Dec 12, 2016",7:00p,Indiana Pacers,110,Charlotte Hornets,94,Indiana Pacers,"14,138"
"Mon, Dec 12, 2016",7:30p,Miami Heat,112,Washington Wizards,101,Miami Heat,"19,600"
"Mon, Dec 12, 2016",7:30p,Toronto Raptors,122,Milwaukee Bucks,100,Toronto Raptors,"19,800"
"Mon, Dec 12, 2016",8:00p,Houston Rockets,122,Brooklyn Nets,118,Houston Rockets,"13,619"
"Mon, Dec 12, 2016",8:30p,Dallas Mavericks,112,Denver Nuggets,92,Dallas Mavericks,"19,425"
"Mon, Dec 12, 2016",10:30p,Los Angeles Clippers,121,Portland Trail Blazers,120,Los Angeles Clippers,"19,060"
"Mon, Dec 12, 2016",10:30p,Sacramento Kings,116,Los Angeles Lakers,92,Sacramento Kings,"17,608"
"Tue, Dec 13, 2016",7:00p,Cleveland Cavaliers,103,Memphis Grizzlies,86,Cleveland Cavaliers,"20,562"
"Tue, Dec 13, 2016",7:30p,Atlanta Hawks,120,Orlando Magic,131,Orlando Magic,"13,585"
"Tue, Dec 13, 2016",8:00p,Chicago Bulls,94,Minnesota Timberwolves,99,Minnesota Timberwolves,"21,146"
"Tue, Dec 13, 2016",8:00p,New Orleans Pelicans,109,Golden State Warriors,113,Golden State Warriors,"17,789"
"Tue, Dec 13, 2016",9:00p,Phoenix Suns,113,New York Knicks,111,Phoenix Suns,"16,429"
"Tue, Dec 13, 2016",10:30p,Portland Trail Blazers,114,Oklahoma City Thunder,95,Portland Trail Blazers,"19,505"
"Wed, Dec 14, 2016",7:00p,Miami Heat,95,Indiana Pacers,89,Miami Heat,"19,600"
"Wed, Dec 14, 2016",7:00p,Orlando Magic,108,Los Angeles Clippers,113,Los Angeles Clippers,"18,846"
"Wed, Dec 14, 2016",7:00p,Philadelphia 76ers,114,Toronto Raptors,123,Toronto Raptors,"16,192"
"Wed, Dec 14, 2016",7:00p,Washington Wizards,109,Charlotte Hornets,106,Washington Wizards,"13,447"
"Wed, Dec 14, 2016",7:30p,Brooklyn Nets,107,Los Angeles Lakers,97,Brooklyn Nets,"17,732"
"Wed, Dec 14, 2016",8:00p,Houston Rockets,132,Sacramento Kings,98,Houston Rockets,"15,039"
"Wed, Dec 14, 2016",8:00p,Memphis Grizzlies,93,Cleveland Cavaliers,85,Memphis Grizzlies,"17,449"
"Wed, Dec 14, 2016",8:30p,Dallas Mavericks,85,Detroit Pistons,95,Detroit Pistons,"19,687"
"Wed, Dec 14, 2016",9:00p,Utah Jazz,109,Oklahoma City Thunder,89,Utah Jazz,"19,911"
"Wed, Dec 14, 2016",9:30p,San Antonio Spurs,108,Boston Celtics,101,San Antonio Spurs,"18,418"
"Thu, Dec 15, 2016",8:00p,Milwaukee Bucks,108,Chicago Bulls,97,Milwaukee Bucks,"16,704"
"Thu, Dec 15, 2016",8:00p,New Orleans Pelicans,102,Indiana Pacers,95,New Orleans Pelicans,"15,472"
"Thu, Dec 15, 2016",9:00p,Denver Nuggets,132,Portland Trail Blazers,120,Denver Nuggets,"10,022"
"Thu, Dec 15, 2016",9:00p,Phoenix Suns,92,San Antonio Spurs,107,San Antonio Spurs,"17,165"
"Thu, Dec 15, 2016",10:30p,Golden State Warriors,103,New York Knicks,90,Golden State Warriors,"19,596"
"Fri, Dec 16, 2016",7:00p,Orlando Magic,118,Brooklyn Nets,111,Orlando Magic,"17,668"
"Fri, Dec 16, 2016",7:00p,Washington Wizards,122,Detroit Pistons,108,Washington Wizards,"15,573"
"Fri, Dec 16, 2016",7:30p,Boston Celtics,96,Charlotte Hornets,88,Boston Celtics,"18,624"
"Fri, Dec 16, 2016",7:30p,Toronto Raptors,121,Atlanta Hawks,125,Atlanta Hawks,"19,800"
"Fri, Dec 16, 2016",8:00p,Chicago Bulls,69,Milwaukee Bucks,95,Milwaukee Bucks,"21,324"
"Fri, Dec 16, 2016",8:00p,Houston Rockets,122,New Orleans Pelicans,100,Houston Rockets,"16,728"
"Fri, Dec 16, 2016",8:00p,Memphis Grizzlies,92,Sacramento Kings,96,Sacramento Kings,"15,987"
"Fri, Dec 16, 2016",8:00p,Miami Heat,98,Los Angeles Clippers,102,Los Angeles Clippers,"19,600"
"Fri, Dec 16, 2016",8:00p,Philadelphia 76ers,89,Los Angeles Lakers,100,Los Angeles Lakers,"20,491"
"Fri, Dec 16, 2016",10:30p,Utah Jazz,103,Dallas Mavericks,100,Utah Jazz,"18,721"
"Sat, Dec 17, 2016",5:00p,Oklahoma City Thunder,114,Phoenix Suns,101,Oklahoma City Thunder,"18,203"
"Sat, Dec 17, 2016",7:00p,Detroit Pistons,90,Indiana Pacers,105,Indiana Pacers,"15,231"
"Sat, Dec 17, 2016",7:30p,Atlanta Hawks,99,Charlotte Hornets,107,Charlotte Hornets,"17,918"
"Sat, Dec 17, 2016",7:30p,Cleveland Cavaliers,119,Los Angeles Lakers,108,Cleveland Cavaliers,"20,562"
"Sat, Dec 17, 2016",8:00p,Minnesota Timberwolves,109,Houston Rockets,111,Houston Rockets,"14,689"
"Sat, Dec 17, 2016",9:00p,Denver Nuggets,127,New York Knicks,114,Denver Nuggets,"12,042"
"Sat, Dec 17, 2016",10:30p,Golden State Warriors,135,Portland Trail Blazers,90,Golden State Warriors,"19,596"
"Sun, Dec 18, 2016",3:30p,Washington Wizards,117,Los Angeles Clippers,110,Washington Wizards,"17,380"
"Sun, Dec 18, 2016",4:00p,Dallas Mavericks,99,Sacramento Kings,79,Dallas Mavericks,"19,504"
"Sun, Dec 18, 2016",6:00p,Memphis Grizzlies,73,Utah Jazz,82,Utah Jazz,"15,862"
"Sun, Dec 18, 2016",6:00p,Miami Heat,95,Boston Celtics,105,Boston Celtics,"19,600"
"Sun, Dec 18, 2016",6:00p,Orlando Magic,79,Toronto Raptors,109,Toronto Raptors,"17,251"
"Sun, Dec 18, 2016",6:00p,Philadelphia 76ers,108,Brooklyn Nets,107,Philadelphia 76ers,"16,460"
"Sun, Dec 18, 2016",7:00p,San Antonio Spurs,113,New Orleans Pelicans,100,San Antonio Spurs,"18,615"
"Mon, Dec 19, 2016",7:00p,Indiana Pacers,107,Washington Wizards,105,Indiana Pacers,"17,686"
"Mon, Dec 19, 2016",8:00p,Chicago Bulls,113,Detroit Pistons,82,Chicago Bulls,"21,400"
"Mon, Dec 19, 2016",8:00p,Minnesota Timberwolves,115,Phoenix Suns,108,Minnesota Timberwolves,"12,008"
"Mon, Dec 19, 2016",8:00p,Oklahoma City Thunder,108,Atlanta Hawks,110,Atlanta Hawks,"18,203"
"Mon, Dec 19, 2016",9:00p,Denver Nuggets,117,Dallas Mavericks,107,Denver Nuggets,"12,581"
"Tue, Dec 20, 2016",7:00p,Charlotte Hornets,117,Los Angeles Lakers,113,Charlotte Hornets,"19,093"
"Tue, Dec 20, 2016",7:00p,Philadelphia 76ers,93,New Orleans Pelicans,108,New Orleans Pelicans,"16,322"
"Tue, Dec 20, 2016",7:30p,Miami Heat,130,Orlando Magic,136,Orlando Magic,"19,600"
"Tue, Dec 20, 2016",7:30p,New York Knicks,118,Indiana Pacers,111,New York Knicks,"19,812"
"Tue, Dec 20, 2016",7:30p,Toronto Raptors,116,Brooklyn Nets,104,Toronto Raptors,"19,800"
"Tue, Dec 20, 2016",8:00p,Houston Rockets,100,San Antonio Spurs,102,San Antonio Spurs,"18,055"
"Tue, Dec 20, 2016",8:00p,Memphis Grizzlies,109,Boston Celtics,112,Boston Celtics,"16,519"
"Tue, Dec 20, 2016",8:00p,Milwaukee Bucks,108,Cleveland Cavaliers,114,Cleveland Cavaliers,"17,053"
"Tue, Dec 20, 2016",10:30p,Golden State Warriors,104,Utah Jazz,74,Golden State Warriors,"19,596"
"Tue, Dec 20, 2016",10:30p,Los Angeles Clippers,119,Denver Nuggets,102,Los Angeles Clippers,"19,060"
"Tue, Dec 20, 2016",10:30p,Sacramento Kings,126,Portland Trail Blazers,121,Sacramento Kings,"17,608"
"Wed, Dec 21, 2016",7:00p,Cleveland Cavaliers,113,Milwaukee Bucks,102,Cleveland Cavaliers,"20,562"
"Wed, Dec 21, 2016",7:30p,Atlanta Hawks,84,Minnesota Timberwolves,92,Minnesota Timberwolves,"17,578"
"Wed, Dec 21, 2016",7:30p,Detroit Pistons,86,Memphis Grizzlies,98,Memphis Grizzlies,"16,033"
"Wed, Dec 21, 2016",8:00p,Chicago Bulls,97,Washington Wizards,107,Washington Wizards,"21,358"
"Wed, Dec 21, 2016",8:00p,New Orleans Pelicans,110,Oklahoma City Thunder,121,Oklahoma City Thunder,"16,375"
"Wed, Dec 21, 2016",9:00p,Phoenix Suns,111,Houston Rockets,125,Houston Rockets,"18,055"
"Wed, Dec 21, 2016",9:00p,Utah Jazz,93,Sacramento Kings,94,Sacramento Kings,"19,195"
"Wed, Dec 21, 2016",10:00p,Portland Trail Blazers,95,Dallas Mavericks,96,Dallas Mavericks,"19,393"
"Thu, Dec 22, 2016",7:00p,Indiana Pacers,102,Boston Celtics,109,Boston Celtics,"17,577"
"Thu, Dec 22, 2016",7:30p,Brooklyn Nets,101,Golden State Warriors,117,Golden State Warriors,"17,732"
"Thu, Dec 22, 2016",7:30p,New York Knicks,106,Orlando Magic,95,New York Knicks,"19,812"
"Thu, Dec 22, 2016",8:00p,Miami Heat,115,Los Angeles Lakers,107,Miami Heat,"19,712"
"Thu, Dec 22, 2016",10:30p,Los Angeles Clippers,106,San Antonio Spurs,101,Los Angeles Clippers,"19,060"
"Fri, Dec 23, 2016",7:00p,Charlotte Hornets,103,Chicago Bulls,91,Charlotte Hornets,"19,249"
"Fri, Dec 23, 2016",7:00p,Orlando Magic,109,Los Angeles Lakers,90,Orlando Magic,"18,846"
"Fri, Dec 23, 2016",7:30p,Boston Celtics,112,Oklahoma City Thunder,117,Oklahoma City Thunder,"18,624"
"Fri, Dec 23, 2016",7:30p,Cleveland Cavaliers,119,Brooklyn Nets,99,Cleveland Cavaliers,"20,562"
"Fri, Dec 23, 2016",7:30p,Detroit Pistons,113,Golden State Warriors,119,Golden State Warriors,"21,012"
"Fri, Dec 23, 2016",8:00p,Memphis Grizzlies,115,Houston Rockets,109,Memphis Grizzlies,"17,454"
"Fri, Dec 23, 2016",8:00p,Milwaukee Bucks,123,Washington Wizards,96,Milwaukee Bucks,"15,921"
"Fri, Dec 23, 2016",8:00p,Minnesota Timberwolves,105,Sacramento Kings,109,Sacramento Kings,"13,288"
"Fri, Dec 23, 2016",8:00p,New Orleans Pelicans,91,Miami Heat,87,New Orleans Pelicans,"16,322"
"Fri, Dec 23, 2016",9:00p,Denver Nuggets,108,Atlanta Hawks,109,Atlanta Hawks,"13,823"
"Fri, Dec 23, 2016",9:00p,Phoenix Suns,123,Philadelphia 76ers,116,Phoenix Suns,"16,535"
"Fri, Dec 23, 2016",9:00p,Utah Jazz,98,Toronto Raptors,104,Toronto Raptors,"19,911"
"Fri, Dec 23, 2016",10:00p,Portland Trail Blazers,90,San Antonio Spurs,110,San Antonio Spurs,"19,393"
"Fri, Dec 23, 2016",10:30p,Los Angeles Clippers,88,Dallas Mavericks,90,Dallas Mavericks,"19,060"
"Sun, Dec 25, 2016",12:00p,New York Knicks,114,Boston Celtics,119,Boston Celtics,"19,812"
"Sun, Dec 25, 2016",2:30p,Cleveland Cavaliers,109,Golden State Warriors,108,Cleveland Cavaliers,"20,562"
"Sun, Dec 25, 2016",5:00p,San Antonio Spurs,119,Chicago Bulls,100,San Antonio Spurs,"18,428"
"Sun, Dec 25, 2016",8:00p,Oklahoma City Thunder,112,Minnesota Timberwolves,100,Oklahoma City Thunder,"18,203"
"Sun, Dec 25, 2016",10:30p,Los Angeles Lakers,111,Los Angeles Clippers,102,Los Angeles Lakers,"18,997"
"Mon, Dec 26, 2016",7:00p,Orlando Magic,112,Memphis Grizzlies,102,Orlando Magic,"17,104"
"Mon, Dec 26, 2016",7:00p,Washington Wizards,107,Milwaukee Bucks,102,Washington Wizards,"15,773"
"Mon, Dec 26, 2016",7:30p,Brooklyn Nets,120,Charlotte Hornets,118,Brooklyn Nets,"17,732"
"Mon, Dec 26, 2016",7:30p,Detroit Pistons,106,Cleveland Cavaliers,90,Detroit Pistons,"18,123"
"Mon, Dec 26, 2016",8:00p,Chicago Bulls,90,Indiana Pacers,85,Chicago Bulls,"21,922"
"Mon, Dec 26, 2016",8:00p,Houston Rockets,131,Phoenix Suns,115,Houston Rockets,"18,055"
"Mon, Dec 26, 2016",8:00p,Minnesota Timberwolves,104,Atlanta Hawks,90,Minnesota Timberwolves,"15,617"
"Mon, Dec 26, 2016",8:00p,New Orleans Pelicans,111,Dallas Mavericks,104,New Orleans Pelicans,"15,764"
"Mon, Dec 26, 2016",10:00p,Portland Trail Blazers,91,Toronto Raptors,95,Toronto Raptors,"19,393"
"Mon, Dec 26, 2016",10:30p,Los Angeles Clippers,102,Denver Nuggets,106,Denver Nuggets,"19,060"
"Mon, Dec 26, 2016",10:30p,Sacramento Kings,102,Philadelphia 76ers,100,Sacramento Kings,"17,608"
"Tue, Dec 27, 2016",7:30p,Boston Celtics,113,Memphis Grizzlies,103,Boston Celtics,"18,624"
"Tue, Dec 27, 2016",7:30p,Miami Heat,94,Oklahoma City Thunder,106,Oklahoma City Thunder,"19,977"
"Tue, Dec 27, 2016",8:30p,Dallas Mavericks,107,Houston Rockets,123,Houston Rockets,"20,425"
