Date,Start Time,Home,Home Points,Visitor,Visitor Points,Winner,Attendance
"Sun, Nov 1, 2015",7:00p,Chicago Bulls,92,Orlando Magic,87,Chicago Bulls,"21,585"
"Sun, Nov 1, 2015",7:00p,Oklahoma City Thunder,117,Denver Nuggets,93,Oklahoma City Thunder,"18,203"
"Sun, Nov 1, 2015",9:30p,Los Angeles Lakers,93,Dallas Mavericks,103,Dallas Mavericks,"18,997"
"Mon, Nov 2, 2015",7:00p,Philadelphia 76ers,100,Cleveland Cavaliers,107,Cleveland Cavaliers,"18,094"
"Mon, Nov 2, 2015",7:30p,Brooklyn Nets,96,Milwaukee Bucks,103,Milwaukee Bucks,"12,576"
"Mon, Nov 2, 2015",7:30p,New York Knicks,84,San Antonio Spurs,94,San Antonio Spurs,"19,812"
"Mon, Nov 2, 2015",8:00p,Houston Rockets,110,Oklahoma City Thunder,105,Houston Rockets,"17,224"
"Mon, Nov 2, 2015",8:00p,Minnesota Timberwolves,101,Portland Trail Blazers,106,Portland Trail Blazers,"18,903"
"Mon, Nov 2, 2015",10:30p,Golden State Warriors,119,Memphis Grizzlies,69,Golden State Warriors,"19,596"
"Mon, Nov 2, 2015",10:30p,Los Angeles Clippers,102,Phoenix Suns,96,Los Angeles Clippers,"19,060"
"Tue, Nov 3, 2015",7:00p,Charlotte Hornets,130,Chicago Bulls,105,Charlotte Hornets,"15,136"
"Tue, Nov 3, 2015",7:30p,Detroit Pistons,82,Indiana Pacers,94,Indiana Pacers,"13,325"
"Tue, Nov 3, 2015",7:30p,Miami Heat,92,Atlanta Hawks,98,Atlanta Hawks,"19,600"
"Tue, Nov 3, 2015",8:00p,New Orleans Pelicans,94,Orlando Magic,103,Orlando Magic,"16,876"
"Tue, Nov 3, 2015",8:30p,Dallas Mavericks,91,Toronto Raptors,102,Toronto Raptors,"20,034"
"Tue, Nov 3, 2015",10:00p,Sacramento Kings,89,Memphis Grizzlies,103,Memphis Grizzlies,"17,317"
"Tue, Nov 3, 2015",10:30p,Los Angeles Lakers,109,Denver Nuggets,120,Denver Nuggets,"18,997"
"Wed, Nov 4, 2015",7:00p,Indiana Pacers,100,Boston Celtics,98,Indiana Pacers,"14,022"
"Wed, Nov 4, 2015",7:00p,Washington Wizards,102,San Antonio Spurs,99,Washington Wizards,"17,721"
"Wed, Nov 4, 2015",8:00p,Atlanta Hawks,101,Brooklyn Nets,87,Atlanta Hawks,"14,044"
"Wed, Nov 4, 2015",8:00p,Cleveland Cavaliers,96,New York Knicks,86,Cleveland Cavaliers,"20,562"
"Wed, Nov 4, 2015",8:00p,Houston Rockets,119,Orlando Magic,114,Houston Rockets,"16,735"
"Wed, Nov 4, 2015",8:00p,Milwaukee Bucks,91,Philadelphia 76ers,87,Milwaukee Bucks,"12,437"
"Wed, Nov 4, 2015",8:00p,Oklahoma City Thunder,98,Toronto Raptors,103,Toronto Raptors,"18,203"
"Wed, Nov 4, 2015",9:00p,Phoenix Suns,118,Sacramento Kings,97,Phoenix Suns,"16,497"
"Wed, Nov 4, 2015",9:00p,Utah Jazz,92,Portland Trail Blazers,108,Portland Trail Blazers,"19,911"
"Wed, Nov 4, 2015",10:30p,Golden State Warriors,112,Los Angeles Clippers,108,Golden State Warriors,"19,596"
"Thu, Nov 5, 2015",8:00p,Chicago Bulls,104,Oklahoma City Thunder,98,Chicago Bulls,"21,861"
"Thu, Nov 5, 2015",8:00p,Minnesota Timberwolves,84,Miami Heat,96,Miami Heat,"11,794"
"Thu, Nov 5, 2015",8:30p,Dallas Mavericks,94,Charlotte Hornets,108,Charlotte Hornets,"19,635"
"Thu, Nov 5, 2015",9:00p,Denver Nuggets,84,Utah Jazz,96,Utah Jazz,"9,906"
"Thu, Nov 5, 2015",10:30p,Portland Trail Blazers,115,Memphis Grizzlies,96,Portland Trail Blazers,"19,393"
"Fri, Nov 6, 2015",7:00p,Orlando Magic,92,Toronto Raptors,87,Orlando Magic,"16,578"
"Fri, Nov 6, 2015",7:30p,Boston Celtics,118,Washington Wizards,98,Boston Celtics,"18,624"
"Fri, Nov 6, 2015",7:30p,Brooklyn Nets,98,Los Angeles Lakers,104,Los Angeles Lakers,"17,732"
"Fri, Nov 6, 2015",7:30p,Cleveland Cavaliers,108,Philadelphia 76ers,102,Cleveland Cavaliers,"20,562"
"Fri, Nov 6, 2015",7:30p,New York Knicks,92,Milwaukee Bucks,99,Milwaukee Bucks,"19,812"
"Fri, Nov 6, 2015",8:00p,Indiana Pacers,90,Miami Heat,87,Indiana Pacers,"16,914"
"Fri, Nov 6, 2015",8:00p,New Orleans Pelicans,115,Atlanta Hawks,121,Atlanta Hawks,"16,983"
"Fri, Nov 6, 2015",9:30p,Phoenix Suns,92,Detroit Pistons,100,Detroit Pistons,"16,676"
"Fri, Nov 6, 2015",10:30p,Golden State Warriors,119,Denver Nuggets,104,Golden State Warriors,"19,596"
"Fri, Nov 6, 2015",10:30p,Sacramento Kings,110,Houston Rockets,116,Houston Rockets,"16,983"
"Sat, Nov 7, 2015",6:00p,Chicago Bulls,93,Minnesota Timberwolves,102,Minnesota Timberwolves,"21,988"
"Sat, Nov 7, 2015",7:00p,Philadelphia 76ers,97,Orlando Magic,105,Orlando Magic,"15,207"
"Sat, Nov 7, 2015",7:30p,Atlanta Hawks,114,Washington Wizards,99,Atlanta Hawks,"18,047"
"Sat, Nov 7, 2015",8:30p,Dallas Mavericks,107,New Orleans Pelicans,98,Dallas Mavericks,"20,454"
"Sat, Nov 7, 2015",8:30p,Milwaukee Bucks,94,Brooklyn Nets,86,Milwaukee Bucks,"15,228"
"Sat, Nov 7, 2015",8:30p,San Antonio Spurs,114,Charlotte Hornets,94,San Antonio Spurs,"18,418"
"Sat, Nov 7, 2015",9:00p,Utah Jazz,89,Memphis Grizzlies,79,Utah Jazz,"19,456"
"Sat, Nov 7, 2015",10:00p,Sacramento Kings,94,Golden State Warriors,103,Golden State Warriors,"17,317"
"Sat, Nov 7, 2015",10:30p,Los Angeles Clippers,105,Houston Rockets,109,Houston Rockets,"19,361"
"Sun, Nov 8, 2015",3:30p,Cleveland Cavaliers,101,Indiana Pacers,97,Cleveland Cavaliers,"20,562"
"Sun, Nov 8, 2015",3:30p,New York Knicks,99,Los Angeles Lakers,95,New York Knicks,"19,812"
"Sun, Nov 8, 2015",6:00p,Miami Heat,96,Toronto Raptors,76,Miami Heat,"19,600"
"Sun, Nov 8, 2015",7:00p,Oklahoma City Thunder,124,Phoenix Suns,103,Oklahoma City Thunder,"18,203"
"Sun, Nov 8, 2015",9:00p,Portland Trail Blazers,103,Detroit Pistons,120,Detroit Pistons,"19,393"
"Mon, Nov 9, 2015",7:00p,Indiana Pacers,97,Orlando Magic,84,Indiana Pacers,"13,104"
"Mon, Nov 9, 2015",7:00p,Philadelphia 76ers,88,Chicago Bulls,111,Chicago Bulls,"13,879"
"Mon, Nov 9, 2015",8:00p,Atlanta Hawks,107,Minnesota Timberwolves,117,Minnesota Timberwolves,"12,016"
"Mon, Nov 9, 2015",9:00p,Denver Nuggets,108,Portland Trail Blazers,104,Denver Nuggets,"9,153"
"Mon, Nov 9, 2015",10:00p,Sacramento Kings,88,San Antonio Spurs,106,San Antonio Spurs,"17,317"
"Mon, Nov 9, 2015",10:30p,Golden State Warriors,109,Detroit Pistons,95,Golden State Warriors,"19,596"
"Mon, Nov 9, 2015",10:30p,Los Angeles Clippers,94,Memphis Grizzlies,92,Los Angeles Clippers,"19,060"
"Tue, Nov 10, 2015",7:00p,Cleveland Cavaliers,118,Utah Jazz,114,Cleveland Cavaliers,"20,562"
"Tue, Nov 10, 2015",7:00p,Washington Wizards,101,Oklahoma City Thunder,125,Oklahoma City Thunder,"20,356"
"Tue, Nov 10, 2015",7:30p,Miami Heat,101,Los Angeles Lakers,88,Miami Heat,"19,825"
"Tue, Nov 10, 2015",7:30p,Toronto Raptors,109,New York Knicks,111,New York Knicks,"19,800"
"Tue, Nov 10, 2015",8:00p,Milwaukee Bucks,83,Boston Celtics,99,Boston Celtics,"11,822"
"Tue, Nov 10, 2015",8:00p,Minnesota Timberwolves,95,Charlotte Hornets,104,Charlotte Hornets,"14,722"
"Tue, Nov 10, 2015",8:00p,New Orleans Pelicans,120,Dallas Mavericks,105,New Orleans Pelicans,"17,128"
"Wed, Nov 11, 2015",7:00p,Charlotte Hornets,95,New York Knicks,93,Charlotte Hornets,"16,643"
"Wed, Nov 11, 2015",7:00p,Orlando Magic,101,Los Angeles Lakers,99,Orlando Magic,"18,846"
"Wed, Nov 11, 2015",7:00p,Philadelphia 76ers,103,Toronto Raptors,119,Toronto Raptors,"12,744"
"Wed, Nov 11, 2015",7:30p,Boston Celtics,91,Indiana Pacers,102,Indiana Pacers,"17,879"
"Wed, Nov 11, 2015",8:00p,Atlanta Hawks,106,New Orleans Pelicans,98,Atlanta Hawks,"15,597"
"Wed, Nov 11, 2015",8:00p,Dallas Mavericks,118,Los Angeles Clippers,108,Dallas Mavericks,"19,805"
"Wed, Nov 11, 2015",8:00p,Houston Rockets,98,Brooklyn Nets,106,Brooklyn Nets,"18,155"
"Wed, Nov 11, 2015",8:00p,Memphis Grizzlies,84,Golden State Warriors,100,Golden State Warriors,"18,119"
"Wed, Nov 11, 2015",9:00p,Denver Nuggets,103,Milwaukee Bucks,102,Denver Nuggets,"9,403"
"Wed, Nov 11, 2015",10:00p,Sacramento Kings,101,Detroit Pistons,92,Sacramento Kings,"17,317"
"Wed, Nov 11, 2015",10:30p,Portland Trail Blazers,101,San Antonio Spurs,113,San Antonio Spurs,"19,393"
"Thu, Nov 12, 2015",7:30p,Miami Heat,92,Utah Jazz,91,Miami Heat,"19,600"
"Thu, Nov 12, 2015",8:00p,Minnesota Timberwolves,116,Golden State Warriors,129,Golden State Warriors,"16,130"
"Thu, Nov 12, 2015",10:30p,Phoenix Suns,118,Los Angeles Clippers,104,Phoenix Suns,"17,204"
"Fri, Nov 13, 2015",7:00p,Indiana Pacers,107,Minnesota Timberwolves,103,Indiana Pacers,"16,797"
"Fri, Nov 13, 2015",7:00p,Orlando Magic,102,Utah Jazz,93,Orlando Magic,"16,709"
"Fri, Nov 13, 2015",7:30p,Boston Celtics,106,Atlanta Hawks,93,Boston Celtics,"17,138"
"Fri, Nov 13, 2015",7:30p,New York Knicks,84,Cleveland Cavaliers,90,Cleveland Cavaliers,"19,812"
"Fri, Nov 13, 2015",7:30p,Toronto Raptors,100,New Orleans Pelicans,81,Toronto Raptors,"19,800"
"Fri, Nov 13, 2015",8:00p,Chicago Bulls,102,Charlotte Hornets,97,Chicago Bulls,"21,749"
"Fri, Nov 13, 2015",8:00p,Memphis Grizzlies,101,Portland Trail Blazers,100,Memphis Grizzlies,"16,919"
"Fri, Nov 13, 2015",8:00p,Oklahoma City Thunder,102,Philadelphia 76ers,85,Oklahoma City Thunder,"18,203"
"Fri, Nov 13, 2015",8:30p,Dallas Mavericks,90,Los Angeles Lakers,82,Dallas Mavericks,"20,260"
"Fri, Nov 13, 2015",9:00p,Denver Nuggets,107,Houston Rockets,98,Denver Nuggets,"16,113"
"Fri, Nov 13, 2015",10:00p,Sacramento Kings,111,Brooklyn Nets,109,Sacramento Kings,"17,131"
"Sat, Nov 14, 2015",3:30p,Los Angeles Clippers,101,Detroit Pistons,96,Los Angeles Clippers,"19,060"
"Sat, Nov 14, 2015",7:00p,Washington Wizards,108,Orlando Magic,99,Washington Wizards,"18,311"
"Sat, Nov 14, 2015",8:00p,Houston Rockets,98,Dallas Mavericks,110,Dallas Mavericks,"18,231"
"Sat, Nov 14, 2015",8:30p,Milwaukee Bucks,108,Cleveland Cavaliers,105,Milwaukee Bucks,"18,717"
"Sat, Nov 14, 2015",8:30p,San Antonio Spurs,92,Philadelphia 76ers,83,San Antonio Spurs,"18,418"
"Sat, Nov 14, 2015",9:00p,Phoenix Suns,105,Denver Nuggets,81,Phoenix Suns,"16,722"
"Sat, Nov 14, 2015",10:30p,Golden State Warriors,107,Brooklyn Nets,99,Golden State Warriors,"19,596"
"Sun, Nov 15, 2015",12:00p,New York Knicks,95,New Orleans Pelicans,87,New York Knicks,"19,812"
"Sun, Nov 15, 2015",3:30p,Minnesota Timberwolves,106,Memphis Grizzlies,114,Memphis Grizzlies,"12,086"
"Sun, Nov 15, 2015",5:00p,Charlotte Hornets,106,Portland Trail Blazers,94,Charlotte Hornets,"15,317"
"Sun, Nov 15, 2015",6:00p,Atlanta Hawks,96,Utah Jazz,97,Utah Jazz,"14,436"
"Sun, Nov 15, 2015",7:00p,Oklahoma City Thunder,85,Boston Celtics,100,Boston Celtics,"18,203"
"Sun, Nov 15, 2015",9:00p,Sacramento Kings,107,Toronto Raptors,101,Sacramento Kings,"17,006"
"Sun, Nov 15, 2015",9:30p,Los Angeles Lakers,97,Detroit Pistons,85,Los Angeles Lakers,"18,997"
"Mon, Nov 16, 2015",7:00p,Philadelphia 76ers,86,Dallas Mavericks,92,Dallas Mavericks,"11,555"
"Mon, Nov 16, 2015",8:00p,Chicago Bulls,96,Indiana Pacers,95,Chicago Bulls,"21,660"
"Mon, Nov 16, 2015",8:00p,Houston Rockets,95,Boston Celtics,111,Boston Celtics,"17,005"
"Mon, Nov 16, 2015",8:00p,Memphis Grizzlies,122,Oklahoma City Thunder,114,Memphis Grizzlies,"17,270"
"Mon, Nov 16, 2015",8:30p,San Antonio Spurs,93,Portland Trail Blazers,80,San Antonio Spurs,"18,418"
"Mon, Nov 16, 2015",9:00p,Phoenix Suns,120,Los Angeles Lakers,101,Phoenix Suns,"18,055"
"Tue, Nov 17, 2015",7:00p,Washington Wizards,115,Milwaukee Bucks,86,Washington Wizards,"15,485"
"Tue, Nov 17, 2015",7:30p,Brooklyn Nets,90,Atlanta Hawks,88,Brooklyn Nets,"12,241"
"Tue, Nov 17, 2015",7:30p,Detroit Pistons,104,Cleveland Cavaliers,99,Detroit Pistons,"18,442"
"Tue, Nov 17, 2015",7:30p,Miami Heat,91,Minnesota Timberwolves,103,Minnesota Timberwolves,"19,600"
"Tue, Nov 17, 2015",7:30p,New York Knicks,102,Charlotte Hornets,94,New York Knicks,"19,812"
"Tue, Nov 17, 2015",8:00p,New Orleans Pelicans,98,Denver Nuggets,115,Denver Nuggets,"17,269"
"Tue, Nov 17, 2015",10:30p,Golden State Warriors,115,Toronto Raptors,110,Golden State Warriors,"19,596"
"Wed, Nov 18, 2015",7:00p,Charlotte Hornets,116,Brooklyn Nets,111,Charlotte Hornets,"14,040"
"Wed, Nov 18, 2015",7:00p,Orlando Magic,104,Minnesota Timberwolves,101,Orlando Magic,"16,048"
"Wed, Nov 18, 2015",7:00p,Philadelphia 76ers,85,Indiana Pacers,112,Indiana Pacers,"11,080"
"Wed, Nov 18, 2015",7:30p,Boston Celtics,102,Dallas Mavericks,106,Dallas Mavericks,"17,262"
"Wed, Nov 18, 2015",8:00p,Atlanta Hawks,103,Sacramento Kings,97,Atlanta Hawks,"13,008"
"Wed, Nov 18, 2015",8:00p,Houston Rockets,108,Portland Trail Blazers,103,Houston Rockets,"17,107"
"Wed, Nov 18, 2015",8:00p,Oklahoma City Thunder,110,New Orleans Pelicans,103,Oklahoma City Thunder,"18,203"
"Wed, Nov 18, 2015",8:30p,San Antonio Spurs,109,Denver Nuggets,98,San Antonio Spurs,"18,418"
"Wed, Nov 18, 2015",9:00p,Utah Jazz,93,Toronto Raptors,89,Utah Jazz,"18,741"
"Wed, Nov 18, 2015",10:30p,Phoenix Suns,97,Chicago Bulls,103,Chicago Bulls,"17,377"
"Thu, Nov 19, 2015",7:30p,Miami Heat,116,Sacramento Kings,109,Miami Heat,"19,600"
"Thu, Nov 19, 2015",8:00p,Cleveland Cavaliers,115,Milwaukee Bucks,100,Cleveland Cavaliers,"20,562"
"Thu, Nov 19, 2015",10:30p,Los Angeles Clippers,117,Golden State Warriors,124,Golden State Warriors,"19,528"
"Fri, Nov 20, 2015",7:00p,Charlotte Hornets,113,Philadelphia 76ers,88,Charlotte Hornets,"17,926"
"Fri, Nov 20, 2015",7:30p,Boston Celtics,120,Brooklyn Nets,95,Boston Celtics,"18,361"
"Fri, Nov 20, 2015",8:00p,Memphis Grizzlies,96,Houston Rockets,84,Memphis Grizzlies,"17,555"
"Fri, Nov 20, 2015",8:00p,Minnesota Timberwolves,86,Detroit Pistons,96,Detroit Pistons,"13,445"
"Fri, Nov 20, 2015",8:00p,New Orleans Pelicans,104,San Antonio Spurs,90,New Orleans Pelicans,"16,698"
"Fri, Nov 20, 2015",8:00p,Oklahoma City Thunder,90,New York Knicks,93,New York Knicks,"18,203"
"Fri, Nov 20, 2015",8:30p,Dallas Mavericks,102,Utah Jazz,93,Dallas Mavericks,"20,028"
"Fri, Nov 20, 2015",9:00p,Denver Nuggets,107,Phoenix Suns,114,Phoenix Suns,"12,264"
"Fri, Nov 20, 2015",10:00p,Portland Trail Blazers,102,Los Angeles Clippers,91,Portland Trail Blazers,"19,393"
"Fri, Nov 20, 2015",10:30p,Golden State Warriors,106,Chicago Bulls,94,Golden State Warriors,"19,596"
"Fri, Nov 20, 2015",10:30p,Los Angeles Lakers,91,Toronto Raptors,102,Toronto Raptors,"18,997"
"Sat, Nov 21, 2015",5:00p,Orlando Magic,91,Sacramento Kings,97,Sacramento Kings,"16,104"
"Sat, Nov 21, 2015",7:00p,Indiana Pacers,123,Milwaukee Bucks,86,Indiana Pacers,"17,137"
"Sat, Nov 21, 2015",7:30p,Cleveland Cavaliers,109,Atlanta Hawks,97,Cleveland Cavaliers,"20,562"
"Sat, Nov 21, 2015",7:30p,Detroit Pistons,95,Washington Wizards,97,Washington Wizards,"15,890"
"Sat, Nov 21, 2015",8:00p,Houston Rockets,102,New York Knicks,107,New York Knicks,"18,226"
"Sat, Nov 21, 2015",8:00p,Miami Heat,96,Philadelphia 76ers,91,Miami Heat,"19,673"
"Sat, Nov 21, 2015",8:30p,San Antonio Spurs,92,Memphis Grizzlies,82,San Antonio Spurs,"18,418"
"Sun, Nov 22, 2015",3:30p,Los Angeles Clippers,80,Toronto Raptors,91,Toronto Raptors,"19,060"
"Sun, Nov 22, 2015",6:00p,Brooklyn Nets,111,Boston Celtics,101,Brooklyn Nets,"14,866"
"Sun, Nov 22, 2015",6:00p,New Orleans Pelicans,122,Phoenix Suns,116,New Orleans Pelicans,"16,680"
"Sun, Nov 22, 2015",7:00p,Oklahoma City Thunder,117,Dallas Mavericks,114,Oklahoma City Thunder,"18,203"
"Sun, Nov 22, 2015",8:00p,Denver Nuggets,105,Golden State Warriors,118,Golden State Warriors,"17,689"
"Sun, Nov 22, 2015",9:30p,Los Angeles Lakers,93,Portland Trail Blazers,107,Portland Trail Blazers,"18,997"
"Mon, Nov 23, 2015",7:00p,Charlotte Hornets,127,Sacramento Kings,122,Charlotte Hornets,"14,163"
"Mon, Nov 23, 2015",7:00p,Cleveland Cavaliers,117,Orlando Magic,103,Cleveland Cavaliers,"20,562"
"Mon, Nov 23, 2015",7:30p,Miami Heat,95,New York Knicks,78,Miami Heat,"19,777"
"Mon, Nov 23, 2015",8:00p,Milwaukee Bucks,109,Detroit Pistons,88,Milwaukee Bucks,"12,319"
"Mon, Nov 23, 2015",8:00p,Minnesota Timberwolves,100,Philadelphia 76ers,95,Minnesota Timberwolves,"11,382"
"Mon, Nov 23, 2015",8:30p,San Antonio Spurs,98,Phoenix Suns,84,San Antonio Spurs,"18,418"
"Mon, Nov 23, 2015",9:00p,Utah Jazz,89,Oklahoma City Thunder,111,Oklahoma City Thunder,"19,911"
"Tue, Nov 24, 2015",7:00p,Washington Wizards,106,Indiana Pacers,123,Indiana Pacers,"15,486"
"Tue, Nov 24, 2015",8:00p,Atlanta Hawks,121,Boston Celtics,97,Atlanta Hawks,"18,968"
"Tue, Nov 24, 2015",8:00p,Memphis Grizzlies,110,Dallas Mavericks,96,Memphis Grizzlies,"17,381"
"Tue, Nov 24, 2015",9:00p,Denver Nuggets,94,Los Angeles Clippers,111,Los Angeles Clippers,"13,257"
"Tue, Nov 24, 2015",10:00p,Portland Trail Blazers,88,Chicago Bulls,93,Chicago Bulls,"19,393"
"Tue, Nov 24, 2015",10:30p,Golden State Warriors,111,Los Angeles Lakers,77,Golden State Warriors,"19,596"
"Wed, Nov 25, 2015",7:00p,Charlotte Hornets,101,Washington Wizards,87,Charlotte Hornets,"17,064"
"Wed, Nov 25, 2015",7:00p,Orlando Magic,100,New York Knicks,91,Orlando Magic,"18,846"
"Wed, Nov 25, 2015",7:30p,Boston Celtics,84,Philadelphia 76ers,80,Boston Celtics,"17,588"
"Wed, Nov 25, 2015",7:30p,Detroit Pistons,104,Miami Heat,81,Detroit Pistons,"15,119"
"Wed, Nov 25, 2015",7:30p,Toronto Raptors,103,Cleveland Cavaliers,99,Toronto Raptors,"20,140"
"Wed, Nov 25, 2015",8:00p,Houston Rockets,93,Memphis Grizzlies,102,Memphis Grizzlies,"18,143"
"Wed, Nov 25, 2015",8:00p,Milwaukee Bucks,118,Sacramento Kings,129,Sacramento Kings,"14,120"
"Wed, Nov 25, 2015",8:00p,Minnesota Timberwolves,99,Atlanta Hawks,95,Minnesota Timberwolves,"14,289"
"Wed, Nov 25, 2015",8:00p,Oklahoma City Thunder,110,Brooklyn Nets,99,Oklahoma City Thunder,"18,203"
"Wed, Nov 25, 2015",8:30p,San Antonio Spurs,88,Dallas Mavericks,83,San Antonio Spurs,"18,418"
"Wed, Nov 25, 2015",9:00p,Phoenix Suns,114,New Orleans Pelicans,120,New Orleans Pelicans,"16,338"
"Wed, Nov 25, 2015",10:30p,Los Angeles Clippers,91,Utah Jazz,102,Utah Jazz,"19,060"
"Fri, Nov 27, 2015",7:00p,Charlotte Hornets,90,Cleveland Cavaliers,95,Cleveland Cavaliers,"19,093"
"Fri, Nov 27, 2015",7:00p,Orlando Magic,114,Milwaukee Bucks,90,Orlando Magic,"16,317"
"Fri, Nov 27, 2015",7:30p,Boston Celtics,111,Washington Wizards,78,Boston Celtics,"18,624"
"Fri, Nov 27, 2015",7:30p,New York Knicks,78,Miami Heat,97,Miami Heat,"19,812"
"Fri, Nov 27, 2015",8:00p,Houston Rockets,116,Philadelphia 76ers,114,Houston Rockets,"17,306"
"Fri, Nov 27, 2015",8:00p,Indiana Pacers,104,Chicago Bulls,92,Indiana Pacers,"18,165"
"Fri, Nov 27, 2015",8:00p,Memphis Grizzlies,101,Atlanta Hawks,116,Atlanta Hawks,"17,684"
"Fri, Nov 27, 2015",8:00p,Oklahoma City Thunder,103,Detroit Pistons,87,Oklahoma City Thunder,"18,203"
"Fri, Nov 27, 2015",9:00p,Denver Nuggets,80,San Antonio Spurs,91,San Antonio Spurs,"17,121"
"Fri, Nov 27, 2015",9:30p,Phoenix Suns,116,Golden State Warriors,135,Golden State Warriors,"18,055"
